ID	D55_H041_T1_20190110	D55_H041_T1_20180201	D60_H041_T1_20180208	D6_H041_T1_20180131	D55_PMN_H041_T0_20180201	D55_PMN_H041_T0_20190110	D60_PMN_H041_T0_20180208	D60_PMN_H041_T0_20181212	D6_PMN_H041_T0_20180131	D55_PMN_H041_T1_20180201	D55_PMN_H041_T1_20190110	D60_PMN_H041_T1_20181212	D6_PMN_H041_T1_20180131
H041_134	1519	742	726	903	732	832	1055	755	486	251	436	713	286
H041_1340	1539	3939	1996	2781	1135	1251	1851	1230	1023	308	764	1128	383
H041_1341	5	10	11	12	0	4	12	1	2	0	2	0	0
H041_1342	342	851	473	604	184	247	366	138	168	36	145	149	45
H041_1343	29954	34321	19824	28980	3934	8793	12211	9318	5320	1443	7006	11605	1791
H041_1344	13587	25229	13358	17814	14551	13026	21855	12645	13947	2927	7958	11323	3620
H041_1345	590	1109	529	1070	365	277	444	200	200	67	173	211	84
H041_1346	724	2784	1206	1835	378	728	1104	560	506	78	504	744	127
H041_1347	11129	37474	11638	27432	4344	6938	8874	7673	5601	1482	6595	9412	1723
H041_1348	29432	37637	9147	60973	2717	10721	7347	8687	3936	927	10520	14584	1479
H041_1349	604	1112	496	960	403	602	759	487	305	117	353	559	138
H041_135	37383	26962	15083	37638	3340	5931	6390	3014	3106	975	5534	5777	2045
H041_1350	4635	7916	4496	4768	12579	10896	13828	8646	11880	1787	6052	8263	4175
H041_1351	298	833	162	671	123	121	117	126	134	42	102	185	60
H041_1352	4831	6442	4111	4092	4708	3264	5430	2676	4089	785	1964	2791	1683
H041_1353	4638	9366	7779	5540	14455	14174	23906	12252	13954	1769	6523	10869	3838
H041_1355	4087	9281	4313	7883	2911	2061	3591	2217	2460	607	1175	2060	921
H041_1356	218	325	136	366	71	51	57	43	41	12	51	40	18
H041_1357	1028	2476	1366	1501	1047	1106	1665	842	895	230	567	964	308
H041_1358	1689	2630	1676	2297	1524	1223	1921	1562	1142	340	617	1100	486
H041_1359	606	874	492	896	566	339	542	454	360	109	159	353	156
H041_136	1160	2061	1153	2506	796	541	1069	539	438	154	473	734	320
H041_1360	850	1316	762	1578	684	511	738	397	476	131	303	380	214
H041_1361	16100	34488	12731	34549	7056	6646	9587	6468	8248	1958	5189	7946	2810
H041_1362	1541	3429	1525	1764	1292	1117	1649	1233	1150	193	613	906	270
H041_1363	21286	33363	20744	30460	14952	13131	18596	15110	10243	3020	10083	17124	3977
H041_1364	3086	5049	3336	4639	3931	3745	5454	3807	3448	705	2241	3422	935
H041_1365	11085	17010	12849	17698	3829	6254	8140	5753	3821	881	4492	6527	989
H041_1366	44	120	83	88	67	56	134	28	57	14	32	39	30
H041_1367	18	46	46	45	5	5	25	3	9	0	5	7	1
H041_1368	421	468	419	282	114	149	415	105	120	12	136	237	21
H041_1369	446	818	365	589	224	266	299	225	269	52	237	350	45
H041_137	951	1263	972	1070	1001	883	1282	829	479	202	579	878	291
H041_1370	1221	3090	1259	1724	453	926	1111	627	520	107	1505	1854	205
H041_1371	255	499	403	304	553	434	606	340	419	59	124	245	77
H041_1372	64	209	106	136	69	64	92	26	51	6	18	15	10
H041_1373	183	436	246	195	539	326	477	372	282	58	122	258	69
H041_1374	152	352	210	239	414	250	386	379	278	52	112	202	70
H041_1375	949	1774	832	1684	1671	1067	1319	1457	942	255	488	903	419
H041_1376	307	244	176	201	207	132	195	232	130	27	84	150	41
H041_1377	177	274	201	118	119	87	191	64	38	15	28	44	18
H041_1378	372	856	268	474	738	420	588	711	536	113	308	616	181
H041_1379	31	93	40	50	100	37	111	51	56	12	29	52	21
H041_138	1261	909	784	1205	527	715	888	585	375	145	503	751	147
H041_1380	1576	5099	1409	2462	1232	999	1549	1468	1313	212	872	1624	360
H041_1381	856	2876	888	1214	456	518	931	504	652	94	489	694	147
H041_1382	0	4	4	0	0	0	1	0	2	0	0	0	0
H041_1383	0	0	0	0	0	2	0	0	0	0	0	0	0
H041_1384	9	20	27	20	0	2	10	1	0	2	1	1	1
H041_1385	3	1	2	0	0	0	0	0	0	0	0	0	0
H041_1386	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1387	68	92	155	112	12	25	24	17	5	5	25	41	2
H041_1388	223	537	288	304	41	81	97	85	33	18	91	127	24
H041_1389	635	1587	984	957	160	383	470	189	246	37	233	259	54
H041_139	350	1059	371	629	313	459	466	393	389	58	300	432	121
H041_1392	15416	30054	11146	17578	16701	16579	22505	13965	18217	1537	4627	7181	2461
H041_1393	1921	4696	2200	3033	808	626	1003	709	660	253	728	1028	339
H041_1394	4633	11477	4880	7779	2349	2347	3724	2213	1966	591	1811	2791	671
H041_1395	16259	29808	14364	29745	3236	3416	4833	3633	2915	1112	4803	8017	1807
H041_1396	8551	16154	5535	14157	585	448	879	260	601	631	1476	1958	1314
H041_1397	1984	5228	2844	3471	4335	4786	6289	4173	4066	798	2129	3558	1117
H041_1398	2447	5521	2726	4616	2573	3016	3715	2406	2298	495	1766	2367	747
H041_1399	4073	8019	4101	4883	5286	4483	6569	4651	3677	898	2537	4085	1125
H041_14	2211	5224	3007	5320	699	886	1549	808	726	169	712	1098	265
H041_140	57	46	39	39	6	25	20	12	13	0	11	14	1
H041_1400	2402	4531	1827	3079	2493	2166	2309	1830	1452	352	1083	1654	469
H041_1401	672	1353	864	1090	574	596	956	501	249	154	347	563	162
H041_1402	1120	2608	1114	2963	655	858	882	532	538	200	519	803	194
H041_1403	12875	27920	14935	26958	24670	24216	47614	15831	17985	4163	15547	22219	5939
H041_1404	798	1736	919	849	1425	1234	1625	726	1050	268	435	683	313
H041_1405	4613	9122	3728	8785	1979	1560	2061	1334	1155	468	1219	1873	675
H041_1406	21456	50819	11868	33141	8516	12218	14642	11809	11376	2256	8564	9981	3638
H041_1407	1053	2552	1222	1588	620	769	1009	752	590	153	617	936	185
H041_1408	3886	5023	2913	4694	1263	1201	1946	1377	1093	295	1054	1684	405
H041_1409	18346	38500	28190	32314	6610	5522	8499	5770	7001	1236	6430	9838	1365
H041_141	284	579	245	356	70	97	183	142	75	21	79	118	38
H041_1410	4485	8943	4271	7375	1962	1846	2938	2066	1994	579	1421	2345	956
H041_1411	216	365	266	456	33	59	101	41	29	22	54	53	18
H041_1412	974	868	469	663	167	256	268	131	128	95	364	518	105
H041_1413	790	1871	696	1440	201	141	273	310	225	78	164	296	96
H041_1414	3065	4140	1963	5465	669	608	812	635	443	188	622	833	290
H041_1415	377	549	310	499	229	198	337	157	149	39	170	251	61
H041_1416	74	98	61	103	69	41	95	90	33	13	37	64	24
H041_1417	1246	2118	1094	2435	480	549	666	468	397	321	839	1021	446
H041_1418	11816	13242	7020	14415	2689	2191	3158	1579	1953	762	1495	2123	1196
H041_1419	716	1188	736	976	1204	778	1392	816	793	178	429	715	297
H041_142	2632	4940	1766	2632	263	486	585	482	452	125	327	484	133
H041_1420	1913	4553	1798	2264	3184	2670	3812	3087	2326	505	1609	2930	759
H041_1421	2110	5089	2625	4419	1247	1365	2232	1371	1260	232	975	1535	378
H041_1422	1159	2588	1394	1841	585	626	779	670	479	124	311	496	123
H041_1423	4507	6983	2085	6131	693	830	910	900	927	179	663	1262	341
H041_1424	1583	4910	909	2585	526	320	526	382	526	108	438	633	230
H041_1425	4242	6690	3056	5370	1274	1225	2128	1124	754	294	1163	1759	612
H041_1426	1848	655	632	694	166	328	493	329	97	58	233	465	96
H041_1427	2140	3825	2124	3902	747	624	950	438	354	134	443	593	235
H041_1428	26967	149210	42133	175031	4399	8505	11744	5030	5026	868	14429	22249	1611
H041_1429	6748	8159	4292	7627	4078	4315	6228	3652	2722	848	2429	3778	1102
H041_143	1911	2689	1773	1500	1382	2362	3453	1797	1573	301	1218	1876	322
H041_1430	7077	14901	6233	13921	7074	6502	9564	5473	6223	1654	4065	6580	2500
H041_1431	2092	2704	1443	2183	324	328	589	431	293	134	322	442	132
H041_1432	169500	327475	147239	325768	52944	54975	74021	49674	54397	15594	46162	71540	22291
H041_1433	2599	6410	3452	4316	2008	2311	3857	2309	2019	442	1345	2169	618
H041_1434	1113	2337	1852	1855	621	742	1401	536	577	118	416	582	183
H041_1435	15111	24689	12612	20342	4343	4855	6570	4931	4911	1113	3323	5204	1543
H041_1436	671	921	607	1011	81	58	86	24	40	13	50	51	26
H041_1437	724	1943	785	1216	196	84	207	87	102	30	66	125	43
H041_1438	107	275	165	173	59	12	59	13	22	5	18	17	7
H041_1439	186	446	173	191	59	39	85	35	39	7	42	66	18
H041_1440	49	121	43	56	68	40	61	15	16	13	30	40	7
H041_1441	253	613	283	402	157	207	298	240	177	60	184	280	66
H041_1442	1448	2350	961	1440	418	285	345	301	228	79	251	399	115
H041_1443	116	233	95	111	121	93	85	88	43	14	43	110	17
H041_1444	20	62	24	59	12	19	18	26	18	9	9	17	5
H041_1445	4531	8277	4283	6433	1187	813	1181	1003	794	337	977	2019	531
H041_1446	9438	19260	9127	16340	1622	1226	1936	1736	1503	553	1343	2122	806
H041_1447	4208	7353	3985	8607	1908	1981	2631	1693	1367	506	1700	2817	726
H041_1448	4401	6575	3644	4327	2156	1474	1927	1137	771	428	1402	2344	508
H041_1449	1100	2194	1086	965	1684	2571	4070	1391	2492	307	1997	2246	600
H041_145	1103	2128	1033	1954	1618	1840	2241	1133	1045	233	1014	1255	398
H041_1450	2666	5380	2569	3578	4290	3038	5190	4035	4031	737	2200	3998	1233
H041_1451	2756	5170	2038	3606	3514	1838	2513	1273	1064	589	761	1177	533
H041_1452	0	5	1	2	2	4	2	6	2	1	1	6	0
H041_1453	44	141	116	41	15	8	101	1	14	5	12	3	2
H041_1454	20585	20913	19487	21961	9191	7310	11327	8256	4970	2537	6449	11098	4948
H041_1455	9361	25816	12719	16168	5796	8032	14943	6844	6772	1424	5980	8500	2274
H041_1456	1712	3025	1561	3067	714	523	983	258	452	197	345	424	257
H041_1457	3708	7746	2978	6347	3097	2457	3535	2593	2407	633	1825	3188	1019
H041_1458	4679	8546	4614	6629	2794	2297	3263	2221	2251	549	1928	2696	943
H041_1459	2049	4776	1713	4258	1729	1157	1461	1031	1457	469	1171	1526	679
H041_146	16333	39663	13996	41731	5737	9535	14075	8115	8206	1935	8530	12331	2642
H041_1460	1820	4499	1858	3175	2042	1627	2499	1409	1844	468	1334	2045	804
H041_1463	1035	1349	643	1250	420	515	670	373	318	74	263	368	118
H041_1464	1208	2498	2377	1213	403	796	1684	1038	519	142	489	992	142
H041_1465	3574	4185	3068	3203	1682	1947	3177	1994	1470	503	1319	2065	613
H041_1466	208	325	398	242	271	255	574	171	168	59	162	173	75
H041_1467	8568	13975	7741	9564	5978	6086	8923	7754	5875	1551	4755	7619	1977
H041_1468	2570	4100	2356	4835	1904	1564	2248	1607	1251	406	1213	1870	546
H041_1469	1225	2620	1645	2049	991	943	1495	1203	912	207	630	1327	316
H041_147	307	294	351	345	208	243	688	171	99	45	138	187	41
H041_1470	3344	7358	3552	5358	3632	3459	5215	3533	3222	767	2543	4106	1111
H041_1471	194	507	456	325	186	127	372	68	134	25	86	145	46
H041_1472	2526	4723	2044	4962	2590	2420	3006	2193	1979	533	1585	2773	888
H041_1473	793	3014	1404	2894	880	736	1281	566	618	145	503	839	233
H041_1474	3203	8484	4077	7651	3271	2553	4287	3581	2672	629	1986	3501	929
H041_1475	2698	6428	3559	5032	2319	2385	3904	2415	2037	503	1408	2477	610
H041_1476	3290	7044	3619	5397	3565	3330	4508	3330	2821	689	1916	3093	1033
H041_1477	6516	13947	6052	12746	6460	4830	6854	6790	4498	1192	3330	6471	1937
H041_1478	2232	4716	2121	3808	3072	2194	3535	3018	2294	589	1567	2589	976
H041_1479	1196	2809	1561	2045	1816	1700	3037	1875	1596	288	1096	1958	502
H041_148	977	1295	744	1446	542	552	801	789	245	106	375	717	128
H041_1480	6057	14349	7353	10772	5439	5585	8469	4968	5078	1174	3815	5314	1789
H041_1481	32804	66261	34848	53821	16013	11779	20798	15157	15213	4022	8642	14113	5982
H041_1482	5679	16214	6280	15298	3480	2813	5114	3273	3170	924	2230	3960	1531
H041_1483	109	276	169	173	188	134	223	159	135	23	66	120	58
H041_1484	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1485	142	255	139	166	264	141	222	163	128	47	53	113	50
H041_1486	90	171	114	91	116	75	128	74	77	17	20	40	27
H041_1487	127	250	180	172	121	98	129	99	79	33	34	71	24
H041_1488	146	293	182	263	264	209	288	186	117	44	89	147	48
H041_1489	44	101	58	74	46	27	40	22	26	6	12	21	9
H041_149	4744	6153	3633	6664	1958	2271	2973	2199	1165	641	1637	2656	686
H041_1490	48	115	56	79	72	46	75	32	37	14	31	50	16
H041_1491	147	270	121	238	158	81	109	57	51	22	57	75	32
H041_1492	3491	6853	3374	6124	685	1029	1096	776	809	190	765	1019	243
H041_1493	2684	8336	2688	6397	2636	1819	2898	1334	1774	532	1122	1604	649
H041_1494	1149	1948	913	2395	916	728	917	809	727	212	487	754	290
H041_1495	3723	6670	3237	5510	1391	1290	1835	1210	1586	297	1039	1639	468
H041_1496	1795	2652	1306	1916	1826	1368	1508	1057	591	264	607	1010	325
H041_1497	865	2890	946	2548	414	410	579	340	486	82	462	705	149
H041_1498	23972	54873	25116	51527	40741	43608	81460	30856	32532	7761	32725	43817	11403
H041_1499	411	156	107	131	140	96	164	50	154	50	73	73	64
H041_15	6065	13601	4563	16131	4485	8625	9342	5043	4726	1375	4702	6248	1976
H041_150	10728	12554	6491	11518	2638	3096	3994	3824	2105	821	3083	4580	1073
H041_1500	2971	4492	2158	3938	1581	1613	1820	992	1080	309	778	921	500
H041_1501	50	121	110	74	192	114	383	72	78	26	58	59	48
H041_1502	1256	2491	1484	1652	3564	2174	3752	2253	2118	533	953	1596	844
H041_1503	9079	16761	8198	13211	17169	13522	17737	12161	10244	2889	6139	9297	4015
H041_1504	4074	7370	4220	5255	9341	5433	8815	6638	4160	1392	2450	3955	1972
H041_1505	6736	8811	5289	8780	7138	5325	7448	5625	3544	1411	2455	3717	1737
H041_1506	1949	2272	1589	2183	2604	1445	2392	1878	1046	446	654	1234	642
H041_1507	2137	3613	2627	3464	4896	3561	5153	3807	2310	677	1622	2703	1011
H041_1508	386	465	457	527	737	354	606	271	279	98	133	260	184
H041_1509	6431	6864	4214	6558	4366	3658	4094	3275	2602	744	1826	2742	1072
H041_151	217	735	158	905	186	118	189	129	106	31	109	167	29
H041_1510	1198	2301	853	2388	1099	679	977	675	643	257	555	671	395
H041_1511	2748	3792	1835	3098	2123	1694	2326	1271	995	431	1215	1876	570
H041_1512	1624	1877	1052	1874	876	1081	1295	770	483	223	704	993	282
H041_1513	1073	2693	1217	2408	673	720	971	452	442	161	497	633	188
H041_1514	1005	1341	756	1101	461	476	571	389	400	97	316	432	115
H041_1515	517	785	536	616	118	182	330	105	94	48	131	176	57
H041_1516	770	891	751	978	248	282	698	115	146	69	191	147	82
H041_1517	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1518	2594	5310	2263	5819	496	462	655	492	543	155	414	763	213
H041_1519	1040	1505	796	1349	293	320	403	227	280	80	211	315	121
H041_152	87654	35686	16546	33838	5553	9943	15631	6374	4099	3994	13611	14144	5960
H041_1520	228	717	320	577	193	175	238	176	215	51	106	201	54
H041_1521	3632	3825	2057	4227	1686	2263	2756	1516	1520	355	1558	2112	523
H041_1522	7778	14753	6214	12175	8520	6592	8684	6897	5939	1612	3993	6778	2077
H041_1523	4316	9341	4858	8144	2847	2247	3572	2402	2354	674	1772	2813	1101
H041_1524	572	1280	634	1104	564	522	791	396	437	149	456	514	221
H041_1525	55457	132429	42317	168761	16182	16784	24489	7169	12049	5101	15190	16380	8906
H041_1526	26373	45747	29661	50174	22082	17231	25301	14681	19843	3767	15348	22573	5075
H041_1527	900	2148	1070	1559	2133	1687	2190	1894	1775	379	847	1285	615
H041_1528	1334	2608	1024	2277	1225	1022	1494	710	1082	179	581	753	278
H041_1529	4430	9121	5333	7647	4406	4638	6141	5118	4160	973	2440	3748	1156
H041_153	2720	2270	1232	2437	1470	1299	2231	977	771	504	916	1364	655
H041_1530	1667	3596	2294	2475	1570	1802	2771	2195	1505	276	931	1521	405
H041_1531	4356	10517	5647	7147	4429	5103	6856	4076	4111	831	2309	3140	988
H041_1532	5648	9986	5092	4589	3980	6294	14222	2847	2964	890	3484	3397	1052
H041_1533	546	1340	855	816	507	556	907	517	405	127	433	700	149
H041_1534	11285	20050	10273	15876	3806	5328	7447	4754	4468	1148	4631	6613	1503
H041_1535	2155	4045	1577	4017	871	898	996	436	609	185	674	794	304
H041_1536	12964	23983	11346	19528	9616	10165	14384	11163	9055	2347	6992	11847	3106
H041_1537	2611	3457	2069	2848	3065	2399	3537	3140	2236	614	1357	2579	882
H041_1538	722	924	583	1137	807	813	1086	430	485	205	417	577	234
H041_1539	1688	1855	1113	1484	1101	1057	1221	1060	477	199	633	1067	317
H041_154	2177	2543	1264	2479	742	835	1274	771	376	269	755	1248	310
H041_1540	7563	16191	6230	9776	3972	4745	6049	3329	3228	868	2599	3669	1371
H041_1541	3352	5847	2037	5071	5104	3768	7006	3350	4368	1089	1963	3201	1247
H041_1542	972	2997	1430	2503	429	525	845	497	533	133	561	837	198
H041_1543	1572	4508	1648	4472	648	897	1074	558	810	196	776	1074	328
H041_1544	767	2059	588	1419	126	151	209	152	228	35	127	158	87
H041_1545	1391	2236	1194	2160	1642	1229	1806	1184	949	346	754	1134	403
H041_1546	548	686	422	785	224	181	249	161	138	70	230	401	86
H041_1547	228	374	270	267	212	281	375	184	250	26	141	216	49
H041_1548	16	67	21	27	41	27	54	46	57	8	21	35	16
H041_1549	671	1030	561	1042	411	366	495	436	285	87	299	591	145
H041_155	21478	26807	16992	28024	5469	4983	7258	6001	4192	1952	4623	8249	3250
H041_1550	699	1297	668	1027	261	390	691	303	231	70	278	460	70
H041_1551	1342	2228	1557	1844	483	534	1033	470	400	112	365	675	147
H041_1552	169	179	263	229	54	32	113	37	20	9	31	26	13
H041_1553	1984	1896	1243	2036	1028	1121	1491	888	453	255	618	1074	297
H041_1554	4170	3532	2627	3328	2121	1851	2547	1937	934	497	1234	2150	602
H041_1555	3179	7999	2039	8708	1630	1482	1744	1303	1522	374	1398	1892	645
H041_1556	11898	21060	11565	19636	8267	7308	12595	6063	6454	1516	5375	7408	2578
H041_1557	883	1331	832	1064	1125	888	1284	666	578	163	468	681	259
H041_1558	1995	3547	1902	3253	3599	2641	3432	2635	2156	646	1574	2764	1017
H041_1559	618	1475	746	1014	383	387	655	384	270	70	211	311	56
H041_156	1765	2883	1711	2891	894	922	1042	656	589	247	597	793	420
H041_1560	147	234	58	63	111	127	141	154	114	25	74	122	25
H041_1561	1312	1467	845	1580	756	811	1043	875	564	220	548	803	288
H041_1562	976	894	574	759	526	508	710	336	220	118	299	397	110
H041_1563	9766	8459	7119	8799	3600	4310	6690	2237	3146	682	2021	2452	841
H041_1564	509	1123	303	820	486	537	518	651	639	93	385	706	161
H041_1565	188	256	187	116	172	186	365	97	68	31	100	111	45
H041_1566	119	42	18	7	27	36	23	23	0	4	11	30	4
H041_1567	104	68	30	24	47	31	44	25	6	3	11	19	11
H041_1568	87	168	78	128	60	51	93	68	60	17	42	76	16
H041_1569	32	8	5	8	12	11	13	7	0	3	5	5	0
H041_157	2693	4964	2831	5379	1265	918	1536	901	776	393	954	1453	714
H041_1570	48	60	18	6	44	21	24	5	4	1	4	12	5
H041_1571	399	782	319	801	151	162	182	89	119	39	121	151	87
H041_1572	33	49	28	65	19	13	18	7	19	3	9	9	8
H041_1573	11	13	17	10	6	3	9	3	5	0	0	2	0
H041_1574	13	13	6	12	8	12	9	12	3	1	2	13	1
H041_1575	950	1503	621	1116	446	379	565	410	413	59	254	343	89
H041_1576	1364	3439	1393	1954	1762	1182	1640	1585	1141	282	748	1439	308
H041_1577	9053	16587	9771	13821	3235	2923	3852	4181	2032	606	2947	6609	866
H041_1578	6907	14309	6268	11448	3875	2765	3914	3102	2232	806	2353	4327	1003
H041_1579	9567	25810	10115	17435	5570	3517	5054	4736	3437	999	2807	5415	1442
H041_158	1381	2389	1574	2402	986	727	1184	633	516	285	683	1035	473
H041_1580	7038	18444	7275	13300	4949	2303	4801	3619	3095	879	1510	3413	1122
H041_1581	24462	62440	22144	52997	14582	10425	14822	11914	11461	2754	6254	10987	3098
H041_1582	26489	35951	16971	27170	12937	16425	19565	16951	8424	2422	5693	9011	1833
H041_1583	14124	13795	4469	13399	3399	4880	5236	4180	2101	668	2397	3334	552
H041_1584	17	50	39	28	1	6	8	4	7	0	4	15	0
H041_1585	533	1238	548	1025	158	148	175	150	171	42	91	158	79
H041_1586	617	775	409	695	287	333	401	339	241	80	191	265	96
H041_1587	921	1470	648	935	419	552	820	333	542	97	273	307	121
H041_1588	174	355	214	217	186	183	265	158	208	25	121	216	49
H041_1589	291	515	234	590	209	171	218	175	150	47	131	181	75
H041_159	446	824	484	841	381	343	534	200	224	149	289	336	216
H041_1590	41	98	41	60	57	51	74	65	41	3	24	30	9
H041_1591	38	78	44	61	56	32	60	54	31	7	20	16	15
H041_1592	20	17	26	23	13	19	25	15	10	2	4	13	1
H041_1593	363	697	344	455	263	266	324	193	194	44	143	230	65
H041_1594	94	193	101	197	52	66	103	25	31	9	37	41	21
H041_1595	2	4	2	5	6	5	2	6	4	0	1	3	0
H041_1596	6559	2957	1431	2381	4803	4644	11354	1853	2672	596	1311	1325	608
H041_1597	4	11	1	15	3	2	2	9	3	3	1	6	0
H041_1598	1115	2707	899	2107	595	572	773	817	907	208	654	1067	311
H041_1599	5450	12093	4763	7388	761	1210	1857	973	719	386	1511	1870	565
H041_16	211	343	353	315	315	106	437	203	153	57	71	128	80
H041_160	3080	4697	3235	4488	1985	1909	2781	1947	1761	586	1662	3056	949
H041_1600	9120	18089	7839	14121	1648	1523	2445	1532	1469	995	3215	4523	1976
H041_1601	25	51	25	34	103	90	81	56	58	12	15	22	16
H041_1602	21481	60618	19489	73216	5617	7059	9530	5493	7197	3004	10563	13456	5739
H041_1603	14066	30761	11996	30157	6713	10003	18351	2949	7534	2177	7475	7084	3540
H041_1604	4643	9155	6390	7312	5222	4392	7929	4118	4790	1025	2363	3573	1773
H041_1605	3234	8337	3563	5297	8987	6296	9766	5997	6412	1242	3124	4695	2082
H041_1606	28496	33299	22630	30147	19040	16155	23957	19168	15030	3726	10543	17173	5764
H041_1607	2377	7313	1400	8313	1588	1474	1989	897	1079	314	891	1062	419
H041_1608	7904	19507	8253	16922	5734	4961	7551	5213	5402	1590	4622	7066	2110
H041_1609	3578	7599	3969	7570	2855	1950	3513	2764	2314	761	2093	4237	1138
H041_161	7388	18721	8543	15082	3050	2809	4403	3368	2801	582	1539	2779	959
H041_1610	3361	9815	4119	9219	2264	2076	3123	2308	2257	673	2185	3615	898
H041_1611	2735	4253	2150	3696	1879	1685	2623	1169	1240	401	951	1235	497
H041_1612	16	79	59	34	77	193	237	82	90	8	114	166	19
H041_1613	968	2526	1096	1600	1700	1022	1578	1403	1251	330	663	1218	458
H041_1614	689	1653	703	962	904	395	820	613	618	167	264	488	247
H041_1615	658	1772	633	1184	1328	828	1075	1168	1070	266	521	1077	485
H041_1616	3494	9184	3070	4575	4449	4186	5637	3923	3129	894	2313	3232	1159
H041_1617	247	773	562	291	514	403	1173	593	349	90	239	501	141
H041_1618	167	588	547	207	270	309	693	373	204	60	182	356	96
H041_1619	705	1579	925	1005	1153	932	1291	1176	640	287	502	931	360
H041_162	1204	3069	1092	1648	2096	1450	2275	1656	1825	378	655	940	479
H041_1620	115	192	164	122	202	125	335	152	127	50	62	113	63
H041_1621	77	99	95	85	45	24	83	13	20	7	13	12	16
H041_1622	239	471	364	333	263	173	372	242	165	71	118	182	87
H041_1623	900	1629	1151	950	890	680	1106	923	582	177	389	818	231
H041_1624	432	1075	626	711	594	374	603	493	351	106	188	352	167
H041_1626	360	853	409	631	158	146	185	152	122	30	93	125	46
H041_1627	10919	24467	6320	5778	11465	22560	38998	19719	21283	2728	19418	24867	5600
H041_1628	1790	3871	2627	3491	618	646	948	846	787	239	635	1139	395
H041_1629	420	632	509	545	137	99	192	78	102	65	70	103	75
H041_163	13363	23074	11758	23126	7971	7773	11750	8922	7710	1893	4671	7292	3127
H041_1630	4643	7681	4646	5849	1330	1203	1647	1351	1159	518	932	1433	638
H041_1631	1325	3643	1813	2415	732	1245	1615	1276	867	181	852	1206	174
H041_1632	260	687	329	446	492	537	649	531	323	133	316	607	127
H041_1633	5076	13106	3579	14908	1672	1863	1908	1511	977	345	2645	4281	601
H041_1634	21115	38168	17412	48394	12167	12794	17843	7771	9682	1943	8478	10570	3029
H041_1635	33	77	36	76	55	51	61	31	46	11	14	28	9
H041_1636	253	253	107	116	483	470	425	509	229	72	175	363	88
H041_1637	8634	7783	6322	7494	1900	1706	2153	2028	1038	512	1245	2364	713
H041_1638	2375	3752	1917	3463	2621	2406	3525	1933	2116	582	1046	1724	720
H041_1639	6949	8094	5343	8305	4107	4333	6374	3967	3782	905	2839	4717	1399
H041_164	1711	2042	1078	2270	568	636	621	423	359	126	371	550	197
H041_1640	1090	2732	967	1892	1104	859	1064	1118	831	271	549	1018	337
H041_1641	8526	15988	7390	15179	2705	2661	3315	2579	2247	616	2332	3482	1139
H041_1642	456	334	216	344	346	452	400	211	171	76	214	255	61
H041_1643	2107	4196	2742	5236	724	734	1156	397	480	219	513	628	304
H041_1644	13590	30885	13914	24313	5665	4794	8305	4557	4224	2267	5822	9207	3492
H041_1645	847	1757	787	1473	660	522	766	515	542	124	316	563	160
H041_1646	1239	3361	1262	1792	1261	1138	1335	1368	1175	219	651	1193	326
H041_1647	5790	8344	5005	6180	2778	3629	4403	2519	1758	652	2399	3034	681
H041_1648	2458	2298	1329	4137	380	966	970	576	503	124	989	1065	187
H041_1649	2026	3798	2622	2982	1964	2314	4053	1836	2235	400	1159	1664	425
H041_165	884	1827	905	1730	413	382	602	387	300	104	271	394	152
H041_1650	2381	3939	1647	3443	3417	2565	3697	2373	3022	759	1480	2191	838
H041_1651	5082	6638	3856	7325	2364	2245	3297	1757	1845	599	1442	2453	743
H041_1652	614	1281	743	1040	619	438	599	511	447	148	254	456	189
H041_1653	1154	3128	1209	1583	1091	1123	1414	918	985	223	581	830	302
H041_1654	4558	12181	5345	7489	4516	4416	7342	3813	3582	848	2478	3137	1108
H041_1655	82	133	118	122	28	47	69	25	21	15	43	45	15
H041_1656	21	39	14	27	8	4	10	11	4	1	3	9	4
H041_1657	210	491	200	390	74	69	105	37	39	26	48	108	30
H041_1658	22	59	14	18	29	19	32	8	13	4	18	20	12
H041_1659	60	82	46	95	49	59	51	30	29	4	47	60	9
H041_166	788	1215	646	1143	233	292	423	214	142	62	258	402	109
H041_1660	44951	66094	43193	63043	24357	20139	29619	22018	26508	3856	14088	21547	4327
H041_1661	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1662	4	6	6	8	3	0	1	2	6	2	1	1	0
H041_1663	7	19	15	11	6	1	5	4	2	0	0	4	1
H041_1664	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1665	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1666	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1667	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1668	21	29	14	18	14	23	31	19	24	3	10	17	4
H041_1669	91	189	134	116	27	68	73	60	29	6	23	61	5
H041_167	576	1970	1414	1264	336	556	667	355	419	89	319	541	115
H041_1670	5005	11158	5251	7772	5385	5012	7453	5115	4251	819	3011	4913	1148
H041_1671	2085	3904	1863	4152	2045	1490	2488	1852	1405	443	1088	1871	558
H041_1672	5863	9143	5481	8301	6586	5786	8627	6273	5027	1219	3792	6556	1760
H041_1673	4305	6369	2720	6237	2559	2515	3530	2106	2183	586	1784	2308	737
